STT,CID,SMILES,IC50 (uM),Substructures
2106,145256932,CN1C=C(C=N1)C2=CC=C(C=C2)NC(=O)N3CCC(CC3)C(=O)C(=NC4=CC(=C(C=C4)F)Br)NO,0.011,Other
2107,145256960,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)C(=O)NCC3=CC=CC=C3,0.0355,Other
2108,145720956,C[C@@H]1C(=O)N/C(=C\C2=CC=CC=C2)/C3=NC4=C(C=CC=C4O)C(=O)N13,14,Other
2109,145734090,C1=CC(=C(C=C1Cl)C2=NNN=C2)N,1.5,Triazole
2110,145951275,C1=CC=C(C(=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)O,6.4,Imidazole; Indole; Brassinin
2111,145953593,CC1=CC=C(C=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,21.6,Imidazole; Indole; Brassinin
2112,145954041,C1CC1(CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)NS(=O)(=O)N,0.013,Other
2113,145959475,C1=CC=C(C=C1)C2=CC=C(C=C2)CN3C=NC=C3C4=CC5=C(N4)C=CC(=C5)Br,34.2,Imidazole; Indole; Brassinin
2114,145964069,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC(=CC=C4)O,0.45,"Imidazo(2,1-b)thiazole; Imidazole"
2115,145964241,C1=CC(=CC=C1CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br)O,0.2,"Imidazo(2,1-b)thiazole; Imidazole"
2116,145964500,C1=CC(=CC(=C1)Cl)C(=O)CN2C3=C(C=CC(=C3)Cl)OC2=O,76.58,Other
2117,145964731,C1=CC=C(C=C1)CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.58,"Imidazo(2,1-b)thiazole; Imidazole"
2118,145965635,C1=CC(=CC(=C1)Cl)C(CN2C3=C(C=CC(=C3)Cl)OC2=O)O,60.88,Other
2119,145965768,C1=CC=C2C(=C1)N(C(=O)O2)CC(C3=CC(=CC=C3)Cl)O,80.58,Other
2120,145966752,C1OC2=C(O1)C=C(C=C2)NC(=O)CC3C4=CC=CC=C4C5=CN=CN35,5.03,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2121,145967008,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=NC=CN=C4,65.92,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2122,145967463,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC(=C(C=C4)F)F,58.11,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2123,145967730,CC1=C(C=C(C=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)C,2.2,Imidazole
2124,145968756,CC1=CC(=CC=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1.2,Imidazole
2125,145968804,C1=CC(=C(C(=C1)F)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)F,4.2,Imidazole
2126,145969081,CC1=CC=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,2.2,Imidazole
2127,145969599,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC=C(C=C4)[N+](=O)[O-],0.81,"Imidazo(2,1-b)thiazole; Imidazole"
2128,145969967,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Br,5.7,Imidazole
2129,145970519,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC=CC=C4,0.69,"Imidazo(2,1-b)thiazole; Imidazole"
2130,145971318,C1OC2=C(O1)C=C(C=C2)CNC(=O)CC3C4=CC=CC=C4C5=CN=CN35,66.73,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2131,145972107,C1=CC(=CC=C1C(CN2C3=C(C=CC(=C3)Cl)OC2=O)O)F,10.2,Other
2132,145973304,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CN=CC=C4,82.12,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2133,145973431,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC(=CC=C4)[N+](=O)[O-],0.63,"Imidazo(2,1-b)thiazole; Imidazole"
2134,145974038,C1=CC=C2C(=C1)N=C(N2C(=O)CC3=CC=C(C=C3)F)N,22.73,Imidazole
2135,145974378,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC=CC=C4[N+](=O)[O-],0.73,"Imidazo(2,1-b)thiazole; Imidazole"
2136,145976341,C1=CC(=CC=C1C(=O)CN2C3=C(C=CC(=C3)Cl)OC2=O)F,20.68,Other
2137,145976459,C1=CC=C2C(=C1)N(C(=O)O2)CC(C3=CC=C(C=C3)F)O,49.34,Other
2138,145976739,C1=CC=C(C(=C1)CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br)O,0.87,"Imidazo(2,1-b)thiazole; Imidazole"
2139,145978059,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC=C(C=C4)O,71.7,"Imidazole; 5H-imidazo(5,1-a)isoindole"
2140,145978347,C1=CC(=CC=C1CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br)C#N,0.34,"Imidazo(2,1-b)thiazole; Imidazole"
2141,145979054,C1=CC(=CC(=C1)C(=O)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)/C=C/C(=O)NO,0.027,Other
2142,145979193,C1=CC(=CC=C1C2=CN(N=N2)CCCCCCC(=O)NO)C(=O)NCCNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.2096,Triazole
2143,145979858,CC(=O)N[C@@H](CC1C2=CC=CC=C2NC1=O)C(=O)O,0.62,Other
2144,145980148,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=C(C=NC=C4)Cl,2.2,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2145,145980172,C1=CC2=C(C(=O)C3=C(C2=O)SC(=N3)C4=CC=NC=C4)N=C1,0.2079,Other
2146,145980717,C1=CC=C2C(=C1)C(C(=O)N2)C[C@@H](C(=O)N)N,8.33,Other
2147,145980819,CC1=CC=CC=C1CN2C=NC3=C2C(=O)C4=CC=CC=C4C3=O,100,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2148,145981708,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC=NC5=CC=CC=C45,9.5,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione; Quinoline"
2149,145981750,C1=CC2=C(C(=O)C3=C(C2=O)N=C(S3)C4=CSC=N4)N=C1,0.022,Other
2150,145981785,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC(=NC=C4)Cl,0.1518,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2151,145981894,CC(=O)CC(=O)/C=C\1/C2=C(C=CC(=C2)Cl)NC1=O,0.19,Other
2152,145982245,C1=CC2=C(C(=O)C3=C(C2=O)NC(=N3)C4=CC=NC=C4)N=C1,0.2337,Imidazole
2153,145982739,COC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=C4O,0.087,Other
2154,145982780,C1=CC(=C(C=C1N/C(=C\2/C(=NCCNS(=O)(=O)N)NON2)/NO)Br)F,0.073,Other
2155,145982970,CC1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)C=CC=N4)C(=O)O,0.394,Other
2156,145982993,C1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)N=CC=C4)C(=O)NC5=CC=CC(=C5)C(=O)[O-].[K+],0.39,Other
2157,145983079,C1=CC2=C(C3=C(C4=C(C(=C3N2C=C1)O)N=CC=C4)O)C(=O)N=NC(=S)N,0.023,Indole; Quinoline; Brassinin
2158,145983122,C1=CC=C(C=C1)NC(=O)C2=C3C=CC=CN3C4=C2C(=O)C5=C(C4=O)C=CC=N5,0.119,Other
2159,145983180,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC=C(C=C4)C#N,0.5978,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2160,145983235,CN(C)CCNC(=O)C1=C2C=C(C=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4)SC,0.2055,Other
2161,145983299,C1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)C=CC=N4)C(=O)NC5=CC=CC(=C5)C(=O)[O-].[K+],0.148,Other
2162,145983500,C1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)C=CC=N4)C(=O)O,0.288,Other
2163,145984327,COC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4,0.448,Other
2164,145984494,C1=CC=C(C=C1)NC(=O)C2=C3C=CC=CN3C4=C2C(=O)C5=C(C4=O)N=CC=C5,0.361,Other
2165,145984896,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CCCCC(=O)NO)NO)Br)F,0.1225,Other
2166,145984936,CC1=CC=CC=C1NC(=O)C2=C3C=CC=CN3C4=C2C(=O)C5=C(C4=O)C=CC=N5,2.662,Other
2167,145985132,COC1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)C=CC=N4)C(=O)O,0.299,Other
2168,145985324,C1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)N=CC=C4)C(=O)O,1.192,Other
2169,145985331,COC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)N=CC=C4,0.438,Other
2170,145985603,CC1=CC=CC=C1NC(=O)C2=C3C=CC=CN3C4=C2C(=O)C5=C(C4=O)N=CC=C5,0.427,Other
2171,145985633,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N(C=N3)CC4=CC(=CC=C4)Cl,100,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2172,145985919,C1=CC2=C(C(=O)C3=C(C2=O)N4C=CC(=CC4=C3C(=O)O)I)N=C1,0.42,Other
2173,145985929,CN(C)CCNC(=O)C1=C2C=C(C=CN2C3=C1C(=O)C4=C(C3=O)N=CC=C4)SC,1.083,Other
2174,145986030,C1=CC2=C(C(=O)C3=C(C2=O)C(=C4N3C=CC(=C4)I)C(=O)O)N=C1,0.117,Other
2175,145986385,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CCCC(=O)NO)NO)Br)F,0.133,Other
2176,145986568,CC(=O)CC(=O)CC1(C2=C(C=CC(=C2)Cl)NC1=O)O,0.89,Other
2177,145986692,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N(C=N3)CC4=CC(=CC=C4)C(=O)O,11,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2178,145986756,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CSC=N4,0.1196,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2179,145986889,COC1=NC=CC(=C1)C2=NC3=C(N2)C(=O)C4=CC=CC=C4C3=O,1.1,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2180,145987627,C1=CC2=C(C(=O)C3=C(C2=O)SC(=N3)C4=CSC=N4)N=C1,0.018,Other
2181,145987994,CC(=O)/C=C\1/C2=C(C=CC(=C2)Cl)NC1=O,0.36,Other
2182,145988339,CC1=CC=CC=C1CN2C3=C(C(=O)C4=CC=CC=C4C3=O)N=C2C5=CC=NC=C5,50.3,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2183,145988358,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=N3)C4=CSC=N4,0.018,"Naphtho(2,3-d)thiazole-4,9-dione"
2184,145988434,C1=CC(=CC=C1/C=C/C(=O)NO)C(=O)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.1679,Other
2185,145988791,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CN=C(N=C4)N,1.5,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2186,145989048,COC1=CC=CC(=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,2.8,Imidazole
2187,145989519,C1=CC=C(C=C1)C(=O)N[C@@H](CC2C3=CC=CC=C3NC2=O)C(=O)O,1.58,Other
2188,145989650,C1=CC=NC(=C1)C2=NC3=C(N2)C(=O)C4=C(C3=O)N=CC=C4,0.338,Imidazole
2189,145989715,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)F,4,Imidazole
2190,145989915,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CN=CN4,7.8,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2191,145990092,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CCCCCC(=O)NO)NO)Br)F,0.1134,Other
2192,145990300,COC(=O)C1=CC=CC(=C1)CN2C=NC3=C2C(=O)C4=CC=CC=C4C3=O,42.2,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2193,145990635,C1=CC=C(C=C1)COC(=O)[C@H](CC2C3=CC=CC=C3NC2=O)NC(=O)OCC4=CC=CC=C4,2.25,Other
2194,145990888,C1=CC=C(C=C1)COC(=O)[C@H](CC2C3=CC=CC=C3NC2=O)N,13.59,Other
2195,145991209,C1=CC(=C(C=C1N=C(C2=NON=C2NCCNC(=O)CCCCCCC(=O)NO)NO)Br)F,0.1398,Other
2196,145991557,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=NC=CN4,0.134,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2197,145991568,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CNC=C4,0.684,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2198,145991788,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC(=CC=C4)Cl,0.5772,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2199,145992186,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N(C(=N3)C4=CC=NC=C4)CC5=CC(=CC=C5)Cl,3.3,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2200,145992195,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CN=CS4,2.7,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2201,145993052,C1=CC2=C(C(=O)C3=C(C2=O)NC(=N3)C4=CSC=N4)N=C1,0.061,Imidazole
2202,145993068,COC(=O)C1=CC=C(C=C1)C2=NC3=C(N2)C(=O)C4=CC=CC=C4C3=O,11,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2203,145993645,CC(C)(C)OC(=O)N[C@@H](CC1C2=CC=CC=C2NC1=O)C(=O)O,1.95,Other
2204,145994164,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC=C(C=C4)[N+](=O)[O-],0.59,"Imidazole; Naphtho(2,3-d)imidazole-4,9-dione"
2205,145994224,CC(=O)CC(=O)CC1(C2=CC=CC=C2NC1=O)O,0.45,Other
2206,146018272,CCCNC(=O)C1(CCC1)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl,0.01245,Other
2207,146018670,C1CC1C#CC2=CSC3=NC=C(N23)CNC(=S)NC4=CC=C(C=C4)C#N,0.0164,"Imidazo(2,1-b)thiazole; Imidazole"
2208,146198111,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=C(C=C4)F)Cl,0.125,Other
2209,146198115,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=CC(=C4)Cl)F,0.14,Other
2210,146198118,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=C(C(=CC=C4)Cl)F,0.0051,Other
2211,146198179,C[C@H](C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=NC(=CC=C4)Cl,0.027,Other
2212,146204036,CC(C)(C(=O)NC1=CC=C(C=C1)F)C23CC(C2)(C3)NC(=O)C4=CC(=CC=C4)Cl,0.018,Other
2213,146318335,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=NC=C(C=C5)F,0.0051,Imidazole
2214,146318337,C1[C@@H]2[C@@H](C2CNC(C3=CC=C(C=C3)Cl)C(F)(F)F)CC1N4C=NC5=CC(=C(C=C54)F)F,0.472,Imidazole
2215,146318339,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)CO,0.468,Quinoline
2216,146318341,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)CC#N,0.0513,Quinoline
2217,146318346,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C5=NC6=C(N5)C=C(C=C6)C(F)(F)F,0.00085,Imidazole; Quinoline
2218,146318347,CC1=NC=C(C=C1)NC(=O)C(C)C2[C@H]3[C@@H]2CC(C3)N4C=NC5=CC(=C(C=C54)F)F,0.0085,Imidazole
2219,146318348,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN=C(C=C5)OC,0.0061,Imidazole
2220,146318351,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=NC=C(C=C5)Cl,0.0025,Imidazole
2221,146318352,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC56CC(C5)(C6)F,2.519,Imidazole
2222,146318353,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=NC=C(C=C5)OC,0.00663,Imidazole
2223,146318354,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=NN=C(C=C5)Cl,0.0131,Imidazole
2224,146318355,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN=C(C=N5)Br,0.0024,Imidazole
2225,146318356,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=NNC(=C6)C(F)(F)F,0.00093,Quinoline
2226,146318357,C[C@@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C6=NC=C(C=C6)F,1.912,Imidazole
2227,146318358,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NN6C=CC=CC6=N5,0.0074,Quinoline
2228,146318359,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CC=C(C=C5)F,0.00078,Quinoline
2229,146318360,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN(N=C5)C(F)(F)F,0.0025,Quinoline
2230,146318361,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC56CC(C5)(C6)C(F)(F)F,0.117,Imidazole
2231,146318362,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NN6C=CC=CC6=C5,0.003,Quinoline
2232,146318363,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN(N=C5)CC(F)(F)F,0.0234,Quinoline
2233,146318365,C[C@@H](C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C6=CN=C(C=C6)C(F)(F)F,0.568,Imidazole
2234,146318366,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN(N=C5)C6CCOCC6,0.128,Quinoline
2235,146318367,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NC6=CC=CC=C6N5,0.0092,Imidazole; Quinoline
2236,146318369,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC(=NN5C)C(F)(F)F,0.275,Imidazole
2237,146318370,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN=C(C=C5)C6CC6,0.0057,Imidazole
2238,146318372,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NC=C(C=C5)C(=O)N,0.0213,Quinoline
2239,146318373,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN=C(N=C5)C(F)(F)F,0.00151,Quinoline
2240,146318374,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NC=C(C=C5)N6C=NC=N6,0.0069,Quinoline
2241,146318376,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NNC(=C5)C(F)(F)F,0.00098,Quinoline
2242,146318378,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)F,0.00192,Imidazole
2243,146318379,C1CC1[C@H](C2[C@H]3[C@@H]2CC(C3)N4C=NC5=CC(=C(C=C54)F)F)NC(=O)C6=CC=C(C=C6)Cl,0.0036,Imidazole
2244,146318380,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5CCC(CC5)(F)F,0.192,Imidazole
2245,146318381,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NCC(F)(F)F,6.756,Imidazole
2246,146318382,C1CC1[C@H](C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)NC(=O)C6=CC=C(C=C6)Cl,0.00137,Quinoline
2247,146318383,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC56CC(C5)(C6)C7=CC=C(C=C7)F,0.0129,Imidazole
2248,146318384,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN6C(=NC=N6)C=C5,0.0778,Imidazole
2249,146318385,CC1=C(C=CC(=N1)NC(=O)C(C)C2[C@H]3[C@@H]2CC(C3)N4C=NC5=CC(=C(C=C54)F)F)C#N,0.0413,Imidazole
2250,146318386,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CN=C(N=C5)C(F)(F)F,0.0078,Imidazole
2251,146318387,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC(=NN5C)C6CC6,0.589,Imidazole
2252,146318388,CC1=CN=C(C=N1)NC(=O)C(C)C2[C@H]3[C@@H]2CC(C3)N4C=NC5=CC(=C(C=C54)F)F,0.0105,Imidazole
2253,146318389,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NC5=CC=C(C=C5)C#N,0.0021,Imidazole
2254,146318390,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)NCCC(F)(F)F,0.663,Imidazole
2255,146318393,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)O,6.309,Quinoline
2256,146318395,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=CN=C(N=C6)C(F)(F)F,0.00156,Quinoline
2257,146318396,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=NN=C(C=C6)C#N,0.00841,Quinoline
2258,146318398,C1CC1C2=NC=C(C=C2)NC(=O)C(C3CC3)C4[C@H]5[C@@H]4CC(C5)OC6=C7C=C(C=CC7=NC=C6)F,0.00182,Quinoline
2259,146318399,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN=C(C=C5)C6CC6,0.00157,Quinoline
2260,146318400,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=NC=C(N=C6)C#N,0.00214,Quinoline
2261,146318402,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CC=C(C=C5)Cl,0.00087,Quinoline
2262,146318403,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CC=NN5C(F)(F)F,0.00078,Quinoline
2263,146318404,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=NC=C(C=C6)C#N,0.00167,Quinoline
2264,146318405,C1CC1C(C2[C@H]3[C@@H]2CC(C3)OC4=C5C=C(C=CC5=NC=C4)F)C(=O)NC6=NC=C(C=C6)Cl,0.004,Quinoline
2265,146318406,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C5=NC6=C(N5)C=C(C=C6)Cl,0.00063,Imidazole; Quinoline
2266,146318407,CCC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NC=C(N=C5)C,0.00143,Quinoline
2267,146318415,CC(C1[C@H]2[C@@H]1CC(C2)N3C=NC4=CC(=C(C=C43)F)F)C(=O)O,10,Imidazole
2268,146318419,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NC=C(C=C5)C(F)(F)F,0.0037,Quinoline
2269,146318420,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN=C(C=C5)C(F)(F)F,0.0047,Quinoline
2270,146318421,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=CN=C(C=C5)C6CC6,0.0014,Quinoline
2271,146318424,CC(C1[C@H]2[C@@H]1CC(C2)OC3=CC=NC4C3=CC(=CC4)F)C(=O)NC5=CN=C(N=C5)C(F)(F)F,0.0023,Dihydropyridine
2272,146318426,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NC=C(C=C5)Cl,0.0022,Quinoline
2273,146318430,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC5=NN=C(C=C5)C(F)(F)F,0.0059,Quinoline
2274,146318436,CC(C1[C@H]2[C@@H]1CC(C2)OC3=C4C=C(C=CC4=NC=C3)F)C(=O)NC56CC(C5)(C6)NC(=O)OC(C)(C)C,0.259,Quinoline
