STT,CID,SMILES,IC50 (uM),Substructure,"1,3-diphenylurea",1H-indazole,Beta-carboline,Dihydropyridine,Furan,"Imidazo(2,1-b)thiazole",Imidazole,Indole,Isoquinoline,"Naphtho(2,3-d)imidazole-4,9-dione","Naphtho(2,3-d)thiazole-4,9-dione",Naphthoquinone,Quinoline,Quinone,Quinoxaline,Thiohydantoin,Thiophene,Triazole,Tryptophan,"1H-indole-4,7-dione","5H-imidazo(5,1-a)isoindole",Brassinin,Tryptanthrin,"3-(1H-indol-3-yl)pyrrolidine-2,5-dione",Other
2023,141744844,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2Br)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone,,,,,,,,,,,,x,,,,,,,,,,,,,
2024,141744845,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2Br)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,2.53,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2025,141744846,CC1=CC(=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=CC(=O)C4=CC=CC=C4C3=O)C,10,Naphthoquinone,,,,,,,,,,,,x,,,,,,,,,,,,,
2026,141744848,C1=CC=C(C=C1)C[C@H](C(=O)NC2=CC=CC=C2F)NC3=CC(=O)C4=CC=CC=C4C3=O,10,Naphthoquinone,,,,,,,,,,,,x,,,,,,,,,,,,,
2027,141744849,COC1=CC=CC(=C1)NC(=O)[C@@H](CC2=CC=CC=C2)NC3=C(C4=CC=CC=C4C(=C3)N=O)O,0.53,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2028,141755881,C1=CC(=C(C=C1N=C(C2=NON=C2NCCN3C=C(N=N3)COCCO)NO)Br)F,0.028,Triazole,,,,,,,,,,,,,,,,,,x,,,,,,,
2029,141760476,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.011,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2030,141760479,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC=C(N4)C5=CC=C(C=C5)Cl,0.011,Imidazole,,,,,,,x,,,,,,x,,,,,,,,,,,,
2031,141760481,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.003,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2032,141760483,COCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC4=NN=C(O4)C5=CC=C(C=C5)OC,0.017,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2033,141760502,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC=C(O4)C5=CC=C(C=C5)Cl,0.495,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2034,141760518,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC(=NN4)C5=CC=C(C=C5)Cl,0.02,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2035,141760521,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NN=C(O4)C5=CC=C(C=C5)Cl,0.239,Quinoline,,,,,,,,,,,,,x,,,,,,,,,,,,
2036,141760544,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=C(N4)C=C(C=N5)Cl,0.004,Imidazole,,,,,,,x,,,,,,x,,,,,,,,,,,,
2037,141764418,CC(C)(C)OC(=O)N1CC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.43,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2038,141764420,C1CN(C[C@H]1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.090993333,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2039,141764421,C1C(CN1S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.068,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2040,141764422,C1CC(N(C1)S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.214,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2041,141764423,C1CN(CCC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.2359,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2042,141764424,C1CC1S(=O)(=O)N2CCC(C2)CNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.141,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2043,141764425,C1CCN(C(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.2621,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2044,141764427,C1CN(CCC1CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.119,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2045,141764428,C1CC(CN(C1)S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.19825,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2046,141764429,CS(=O)(=O)N1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.1335,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2047,141764430,C1COC(CN1S(=O)(=O)N)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.206,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2048,141764431,C1CC(N(C1)S(=O)(=O)N)CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.151,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2049,141764432,C1CN(CC1COC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.628,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2050,141764433,C1CN(C1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.133,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2051,141764435,C1CN(C[C@@H]1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.080193333,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2052,141764437,C1CNCC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.088,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2053,141764438,CC(C)(C)OC(=O)N1CCC(C1)CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO,0.276,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2054,141764439,C1CN(CC1CNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)S(=O)(=O)N,0.0909,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2055,142298392,C1CC2=C([C@@H]1N=C(C3=NON=C3SC[C@H](CO)O)NO)C=C(C=C2)F,0.0942,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2056,142298405,B(C1=CC=C(C=C1)CNC2=NON=C2C(=N[C@H]3CC4=C3C=C(C=C4)F)NO)(O)O,0.0962,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2057,142298411,C[Si](C)(CCCNC1=NON=C1C(=N[C@H]2CC3=C2C=C(C=C3)F)NO)O,0.9,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2058,142298417,B(C1=CC(=CC=C1)CNC2=NON=C2C(=N[C@H]3CC4=C3C=C(C=C4)F)NO)(O)O,0.0499,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2059,142298419,C1CC2=C([C@H]1N=C(C3=NON=C3SC[C@@H](CO)O)NO)C=C(C=C2)F,15.11,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2060,142341866,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)F)F,0.043,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2061,142341947,C1=CC(=CC(=C1)Br)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO,0.01905,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2062,142341971,CC1(CCN1)C(=O)NCCSC2=NON=C2C(=NC3=CC(=C(C=C3)F)C(F)F)NO,0.36,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2063,142341993,C1=CC(=C(C=C1N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)(F)F)F,0.0485,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2064,142342024,C1=CC(=CC(=C1)N=C(C2=NON=C2SCCNC(=O)CS(=O)(=O)N)NO)C(F)F,0.0735,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2065,142342046,CC(C)(CC(=O)NCCSC1=NON=C1C(=NC2=CC(=C(C=C2)F)C(F)F)NO)O,0.14,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2066,142441934,C1C(C2=C1C=CC(=C2)F)N=C(C3=NON=C3OCC(=O)NCC(CO)O)NO,0.7,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2067,142441943,CC(C(=O)NCCO)OC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,1.669,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2068,142471211,CC[C@H](C1CCC(CC1)C2=C(C(=NC=C2)OC)C(F)F)NC(=O)C3=CN=C(C=C3)OC,0.00215,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2069,142509579,CCOC(=O)N1CCC2(CC1)C[C@@H](C3=C(O2)C=CC(=C3)Br)NC(=O)C4=CC=CC5=C4NN=C5,0.00665,1H-indazole,,x,,,,,,,,,,,,,,,,,,,,,,,
2070,142529798,CC1=C(N2C=NC=C2S1)C(C3CCCC3)O,0.149,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2071,142580146,C1CC2=C(C=CC(=N2)C3(CC3)NC(=O)C4=CC=C(C=C4)F)N(C1)C5=NC(=NC=C5)C(F)(F)F,0.163,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2072,142580202,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C(=O)C4=CC(=CC=C4)Cl)C(=O)NC5=CC=C(C=C5)F,0.00192,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2073,142580242,CC1=NC=CC(=N1)N2CCCC3=C2C=CC(=N3)C4(CC4)NC(=O)C5=CC=C(C=C5)F,0.064,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2074,142580265,C[C@H]1C[C@]1(C2=NC3=C(C=C2)N(CCC3)C4=NC(=NC=C4)C)NC(=O)C5=CC=C(C=C5)F,0.00455,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2075,142580297,CC1=NC=CC(=C1)N2CCCC3=C2C=CC(=N3)[C@@H](C)NC(=O)C4=CC=C(C=C4)F,0.089,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2076,142580325,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C(=O)C4CC4)C(=O)NC5=CC=C(C=C5)F,0.0185,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2077,142580334,CC(C)CC(=O)N1CCCC2=C1C=CC(=C2)CNC(=O)C3=CC=C(C=C3)Cl,0.016,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2078,142580347,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C4=CC=CC=N4)C(=O)NC5=CC=C(C=C5)F,0.0109,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2079,142580427,CCN(C(C)C)C(=O)N1CCC2=C1C=CC(=C2)C3(CCC3)C(=O)NC4=CC=C(C=C4)Cl,0.0033,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2080,142580447,C1CC2=C(C=CC(=C2)CNC(=O)C3=CC=C(C=C3)Cl)N(C1)C(=O)C4=CC(=CC=C4)Cl,0.009,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2081,142580473,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C(=O)OC4CC4)C(=O)NC5=CC=C(C=C5)F,0.0027,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2082,142580560,C1CC(C1)(C2=NC3=C(C=C2)N(CC3)C4=CC=CC=N4)C(=O)NC5=CC=C(C=C5)Cl,0.00132,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2083,142619907,C1=CC=C(C(=C1)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br)O,0.18,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2084,142619908,C1=CC=C(C=C1)CN2C=NC=C2C3=CC4=CC=CC=C4N3,34.8,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2085,142619909,C1=CC2=C(C=C1F)C=C(N2)CN3C=NC=C3C4=C(C=CC(=C4)F)O,0.113,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2086,142619910,C1=CC(=C(C(=C1)Cl)O)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F,22.7,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2087,142619912,C1=CC(=CC(=C1)O)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F,4.64,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2088,142619913,C1=CC(=C(C(=C1)Cl)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F)O,44.8,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2089,142619916,C1=CC(=CC=C1CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)C#N,3.81,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2090,142619918,C1CCNC(C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,100,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2091,142619919,C1=CC2=C(C=C1F)C=C(N2)CN3C=NC=C3C4=C(C=CC(=C4)Cl)O,0.0338,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2092,142619920,C1=CC=C(C=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,13.6,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2093,142619921,C1=CC(=C(C=C1F)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br)O,0.1,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2094,142619922,C1=CC=C(C=C1)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br,1.25,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2095,142619923,C1=CC(=CC(=C1)O)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,1.6,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2096,142619924,C1=CC(=C(C=C1Cl)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)Br)O,0.0379,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2097,142619926,C1=CC(=CC=C1CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)C(F)(F)F,100,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2098,142619927,C1=CC2=C(C=C1F)C=C(N2)CN3C=NC=C3C4=C(C=C(C=C4)Cl)O,21,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2099,142619928,C1=CC=C(C(=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)N,50.6,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2100,142619929,C1=CC(=CC=C1C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F)O,83.3,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2101,142619931,C1=CC=C(C(=C1)C2=CN=CN2CC3=CC4=C(N3)C=CC(=C4)F)O,0.322,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2102,142619932,C1=CC=C(C=C1)C2=CN=CN2CC3=CC4=CC=CC=C4N3,4.44,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2103,142619933,C1=CC=C(C=C1)C(CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)O,19.7,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2104,142752029,CCC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)C(F)(F)F)C4=NC5=C(N4)C=C(C=N5)Cl,0.021,Imidazole,,,,,,,x,,,,,,x,,,,,,,,,,,,
2105,144460115,CC1(CCC(CC1)O)[C@@H](C[C@H]2C3=C(C=CC=C3F)C4=CN=CN24)O,0.007,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2106,145256932,CN1C=C(C=N1)C2=CC=C(C=C2)NC(=O)N3CCC(CC3)C(=O)C(=NC4=CC(=C(C=C4)F)Br)NO,0.011,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2107,145256960,C1CN(CCC1C(=O)C(=NC2=CC(=C(C=C2)F)Br)NO)C(=O)NCC3=CC=CC=C3,0.0355,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2108,145720956,C[C@@H]1C(=O)N/C(=C\C2=CC=CC=C2)/C3=NC4=C(C=CC=C4O)C(=O)N13,14,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2109,145734090,C1=CC(=C(C=C1Cl)C2=NNN=C2)N,1.5,Triazole,,,,,,,,,,,,,,,,,,x,,,,,,,
2110,145951275,C1=CC=C(C(=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br)O,6.4,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2111,145953593,CC1=CC=C(C=C1)CN2C=NC=C2C3=CC4=C(N3)C=CC(=C4)Br,21.6,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2112,145954041,C1CC1(CCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)NS(=O)(=O)N,0.013,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2113,145959475,C1=CC=C(C=C1)C2=CC=C(C=C2)CN3C=NC=C3C4=CC5=C(N4)C=CC(=C5)Br,34.2,Imidazole,,,,,,,x,x,,,,,,,,,,,,,,x,,,
2114,145964069,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC(=CC=C4)O,0.45,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2115,145964241,C1=CC(=CC=C1CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br)O,0.2,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2116,145964500,C1=CC(=CC(=C1)Cl)C(=O)CN2C3=C(C=CC(=C3)Cl)OC2=O,76.58,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2117,145964731,C1=CC=C(C=C1)CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br,0.58,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2118,145965635,C1=CC(=CC(=C1)Cl)C(CN2C3=C(C=CC(=C3)Cl)OC2=O)O,60.88,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2119,145965768,C1=CC=C2C(=C1)N(C(=O)O2)CC(C3=CC(=CC=C3)Cl)O,80.58,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2120,145966752,C1OC2=C(O1)C=C(C=C2)NC(=O)CC3C4=CC=CC=C4C5=CN=CN35,5.03,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2121,145967008,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=NC=CN=C4,65.92,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2122,145967463,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC(=C(C=C4)F)F,58.11,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2123,145967730,CC1=C(C=C(C=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)C,2.2,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2124,145968756,CC1=CC(=CC=C1)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,1.2,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2125,145968804,C1=CC(=C(C(=C1)F)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)F,4.2,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2126,145969081,CC1=CC=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,2.2,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2127,145969599,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC=C(C=C4)[N+](=O)[O-],0.81,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2128,145969967,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Br,5.7,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2129,145970519,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC=CC=C4,0.69,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2130,145971318,C1OC2=C(O1)C=C(C=C2)CNC(=O)CC3C4=CC=CC=C4C5=CN=CN35,66.73,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2131,145972107,C1=CC(=CC=C1C(CN2C3=C(C=CC(=C3)Cl)OC2=O)O)F,10.2,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2132,145973304,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CN=CC=C4,82.12,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2133,145973431,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC(=CC=C4)[N+](=O)[O-],0.63,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2134,145974038,C1=CC=C2C(=C1)N=C(N2C(=O)CC3=CC=C(C=C3)F)N,22.73,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2135,145974378,CN(CC(=O)NCC1=CN=C2N1C(=CS2)C3=CC=C(C=C3)Br)C(=O)CC4=CC=CC=C4[N+](=O)[O-],0.73,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2136,145976341,C1=CC(=CC=C1C(=O)CN2C3=C(C=CC(=C3)Cl)OC2=O)F,20.68,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2137,145976459,C1=CC=C2C(=C1)N(C(=O)O2)CC(C3=CC=C(C=C3)F)O,49.34,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2138,145976739,C1=CC=C(C(=C1)CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br)O,0.87,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2139,145978059,C1=CC=C2C(=C1)C(N3C2=CN=C3)CC(=O)NCC4=CC=C(C=C4)O,71.7,Imidazole,,,,,,,x,,,,,,,,,,,,,,x,,,,
2140,145978347,C1=CC(=CC=C1CC(=O)OCC(=O)NCC2=CN=C3N2C(=CS3)C4=CC=C(C=C4)Br)C#N,0.34,"Imidazo(2,1-b)thiazole",,,,,,x,x,,,,,,,,,,,,,,,,,,
2141,145979054,C1=CC(=CC(=C1)C(=O)NCCNC2=NON=C2C(=NC3=CC(=C(C=C3)F)Br)NO)/C=C/C(=O)NO,0.027,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2142,145979193,C1=CC(=CC=C1C2=CN(N=N2)CCCCCCC(=O)NO)C(=O)NCCNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.2096,Triazole,,,,,,,,,,,,,,,,,,x,,,,,,,
2143,145979858,CC(=O)N[C@@H](CC1C2=CC=CC=C2NC1=O)C(=O)O,0.62,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2144,145980148,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=C(C=NC=C4)Cl,2.2,Imidazole,,,,,,,x,,,x,,,,,,,,,,,,,,,
2145,145980172,C1=CC2=C(C(=O)C3=C(C2=O)SC(=N3)C4=CC=NC=C4)N=C1,0.2079,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2146,145980717,C1=CC=C2C(=C1)C(C(=O)N2)C[C@@H](C(=O)N)N,8.33,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2147,145980819,CC1=CC=CC=C1CN2C=NC3=C2C(=O)C4=CC=CC=C4C3=O,100,Imidazole,,,,,,,x,,,x,,,,,,,,,,,,,,,
2148,145981708,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC=NC5=CC=CC=C45,9.5,Imidazole,,,,,,,x,,,x,,,x,,,,,,,,,,,,
2149,145981750,C1=CC2=C(C(=O)C3=C(C2=O)N=C(S3)C4=CSC=N4)N=C1,0.022,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2150,145981785,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC(=NC=C4)Cl,0.1518,Imidazole,,,,,,,x,,,x,,,,,,,,,,,,,,,
2151,145981894,CC(=O)CC(=O)/C=C\1/C2=C(C=CC(=C2)Cl)NC1=O,0.19,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2152,145982245,C1=CC2=C(C(=O)C3=C(C2=O)NC(=N3)C4=CC=NC=C4)N=C1,0.2337,Imidazole,,,,,,,x,,,,,,,,,,,,,,,,,,
2153,145982739,COC(=O)C1=C2C=CC=CN2C3=C1C(=O)C4=C(C3=O)C=CC=C4O,0.087,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2154,145982780,C1=CC(=C(C=C1N/C(=C\2/C(=NCCNS(=O)(=O)N)NON2)/NO)Br)F,0.073,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2155,145982970,CC1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)C=CC=N4)C(=O)O,0.394,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2156,145982993,C1=CC2=C(C3=C(N2C=C1)C(=O)C4=C(C3=O)N=CC=C4)C(=O)NC5=CC=CC(=C5)C(=O)[O-].[K+],0.39,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2157,145983079,C1=CC2=C(C3=C(C4=C(C(=C3N2C=C1)O)N=CC=C4)O)C(=O)N=NC(=S)N,0.023,Indole,,,,,,,,x,,,,,x,,,,,,,,,x,,,
2158,145983122,C1=CC=C(C=C1)NC(=O)C2=C3C=CC=CN3C4=C2C(=O)C5=C(C4=O)C=CC=N5,0.119,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
2159,145983180,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)N=C(N3)C4=CC=C(C=C4)C#N,0.5978,Imidazole,,,,,,,x,,,x,,,,,,,,,,,,,,,
2160,145983235,CN(C)CCNC(=O)C1=C2C=C(C=CN2C3=C1C(=O)C4=C(C3=O)C=CC=N4)SC,0.2055,Other,,,,,,,,,,,,,,,,,,,,,,,,,x
