STT,CID,SMILES,IC50 (uM)
2970,137297472,CNC(=O)CNC1=NON=C1C(=NC2CCC3=C2C=C(C=C3)C#N)NO,76.45
2971,137297474,CNC(=O)CSC1=NON=C1C(=NC2CC3=CC=CC=C23)NO,0.15
2972,137297475,CNC(=O)CNC1=NON=C1C(=NC2CCC3=C2C=C(C=C3)F)NO,0.121
2973,137297476,CC(CNC1=NON=C1C(=NC2CC3=C2C=CC=C3F)NO)(CO)O,0.839
2974,137297477,CC(C)NC(=O)CSC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,0.0777
2975,137297477,CC(C)NC(=O)CSC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,1.919
2976,137297478,C1C(C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCNC(=O)N)NO,0.0415
2977,137297479,C1CC2=C(C1N=C(C3=NON=C3SCC(=O)N)NO)C=C(C=C2)C#N,0.461
2978,137297479,C1CC2=C(C1N=C(C3=NON=C3SCC(=O)N)NO)C=C(C=C2)C#N,93.82
2979,137297480,CC(CNC(=O)CSC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO)O,0.0778
2980,137297481,CNC(=O)CSC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,0.969
2981,137297482,C[C@@H](CNC1=NON=C1C(=N[C@H]2CC3=C2C=C(C=C3)F)NO)OS(=O)(=O)N,0.746
2982,137297484,CS(=O)(=O)NCCSC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,0.0727
2983,137297484,CS(=O)(=O)NCCSC1=NON=C1C(=NC2CC3=C2C=C(C=C3)F)NO,2.948
2984,137297485,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCCNC(=O)CC#N)NO,0.0753
2985,137297486,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NCCO)NO,0.0578
2986,137297489,C1C(C2=C1C=CC(=C2)F)N=C(C3=NON=C3SCC(CO)O)NO,0.087
2987,137297492,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3NC4CC(C4)NS(=O)(=O)N)NO,0.0863
2988,137297494,C[C@H]1C[C@H](C2=CC=CC=C12)N=C(C3=NON=C3N)NO,2.708
2989,137297495,C1[C@@H](C2=C1C=CC(=C2)F)N=C(C3=NON=C3SC[C@@H](C(=O)N)N)NO,0.0792
2990,137297497,C1[C@H](C2=CC=CC=C21)N=C(C3=NON=C3N)NO,0.0758
2991,137297497,C1[C@H](C2=CC=CC=C21)N=C(C3=NON=C3N)NO,0.853
2992,137297497,C1[C@H](C2=CC=CC=C21)N=C(C3=NON=C3N)NO,1.235
2993,137297497,C1[C@H](C2=CC=CC=C21)N=C(C3=NON=C3N)NO,1.235
2994,137297498,C1C(C2=C1C=CC(=C2)F)N=C(C3=NON=C3SC[C@@H](CO)NS(=O)(=O)N)NO,0.196
2995,137297500,C1C(C2=C1C(=CC=C2)F)N=C(C3=NON=C3SCCNC(=O)N)NO,0.513
2996,137297509,C1CC2=C(C1N=C(C3=NON=C3NCC(=O)NCCO)NO)C=C(C=C2)C#N,3.488
2997,137297510,CC(C)(CO)NC(=O)CSC1=NON=C1C(=N[C@H]2CCC3=C2C=C(C=C3)F)NO,0.0592
2998,137298216,CS(=O)(=O)NCCONC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.124
2999,137298227,C1=CC(=C(C=C1N=C(C2=NON=C2NOCCNS(=O)(=O)N)NO)Br)F,0.005
3000,137298227,C1=CC(=C(C=C1N=C(C2=NON=C2NOCCNS(=O)(=O)N)NO)Br)F,0.008
3001,137359783,C1=CC(=C(C=C1N=C(C2=NON=C2SCC(=O)NC[C@@H](CO)O)NO)Br)F,0.125
3002,137360206,C1=CC(=C(C=C1N=C(C2=NON=C2SCCN/C(=C/[N+](=O)[O-])/N)NO)Br)F,0.084
3003,137370079,CN(C)C(=S)N=NC1=C2NC3=C(C=CC=N3)C(=O)N2C4=C1C=C(C=C4)OC,5.5
3004,137386236,CC(C)(C)OC(=O)N1CCC2(CC1)CC(C3=CC=CC=C3O2)NC(=O)C4=CC=CC5=C4NC=C5,0.251
3005,137499541,C1CC1C(C2=C(SC3=CN=CN32)Cl)O,1.04
3006,137499549,CC1=C(N2C=NC=C2S1)[C@H](C3CCCCC3)O,0.134
3007,137499551,C1CCC(C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0114
3008,137499553,CC(C)C1=C(N2C=NC=C2S1)[C@H](C3CCCCC3)O,0.0117
3009,137499557,C1CCC(C1)C(C2=C(SC3=CN=CN32)Cl)O,0.168
3010,137499559,C1CC1C2=C(N3C=NC=C3S2)C(CC4CC(C4)(F)F)O,0.113
3011,137499563,C1CCC(C1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0256
3012,137499566,CC1=CC=CC=C1CC(C2=C(SC3=CN=CN32)C4CC4)O,0.431
3013,137499569,CC1=C(N2C=NC=C2S1)C(CC3CCC(CC3)(C)C)O,0.199
3014,137499570,CC1=C(N2C=NC=C2S1)C(CC3=CC(=CC=C3)OC)O,3.15
3015,137499573,C1CCC(CC1)C(C2=C(SC3=CN=CN32)C4CCC4)O,0.0942
3016,137499576,C1CC(C1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0449
3017,137499577,CC1=CC(=CC=C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0648
3018,137499580,CC(C)C1=C(N2C=NC=C2S1)[C@H](CC3CCCCC3)O,0.0155
3019,137499586,CC1=C(N2C=NC=C2S1)C(C3=CN(N=N3)C4CCCC4)O,0.835
3020,137499587,CCC1=C(N2C=NC=C2S1)[C@H](CC3CCCCC3)O,0.00782
3021,137499588,CCC1=C(N2C=NC=C2S1)C(CC3CCCCC3)O,0.00663
3022,137499589,CC(C)N1C=C(C=N1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.111
3023,137499591,CC1(CCC(CC1)CC(C2=C(SC3=CN=CN32)C4CC4)O)C,0.0752
3024,137499592,C1CCC(CC1)C[C@@H](C2=C(SC3=CN=CN32)C4CC4)O,0.0103
3025,137499593,C1CCC(CC1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0224
3026,137499595,C1CCC(CC1)C(C2=C(SC3=CN=CN32)Br)O,0.028
3027,137499596,C1CCC(CC1)C(C2=C(SC3=CN=CN32)C4CCCC4)O,0.237
3028,137499597,CC1=CC=C(C=C1)C2=C(N3C=NC=C3S2)C(C4CCCCC4)O,3.1
3029,137499598,CC(C)(C)C1=C(N2C=NC=C2S1)C(C3CCCCC3)O,0.895
3030,137499614,CC1(CC(C1)[C@@H](C2=C(SC3=CN=CN32)C4CC4)O)C,0.00503
3031,137499615,CC1(CC(C1)C(C2=C(SC3=CN=CN32)C4CC4)O)C,0.00538
3032,137499621,CCC1=CC(=CC=C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.12
3033,137499623,CC1=C(N2C=NC=C2S1)[C@H](CC3CCCCC3)O,0.0165
3034,137499626,C1CC(C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0251
3035,137499627,CC1(CCC(CC1)C(C2=C(SC3=CN=CN32)C4CC4)O)C,0.0252
3036,137499628,CC1(CCC1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0417
3037,137499629,CC1CC(CC1C(C2=C(SC3=CN=CN32)C4CC4)O)(C)C,0.172
3038,137499630,CC(CC(C1=C(SC2=CN=CN21)C3CC3)O)C4CCCCC4,0.124
3039,137499632,CC1=CC=C(C=C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0484
3040,137499633,C1CC1C2=C(N3C=NC=C3S2)C(CC4=CC=CC=C4)O,0.249
3041,137499635,C1CCCC(CC1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0243
3042,137499637,CCC1CCC(CC1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0357
3043,137499638,C1CCC(CC1)CC(C2=C(SC3=CN=CN32)Br)O,0.0557
3044,137499639,C1CC1C2=C(N3C=NC=C3S2)C(C4CCC(CC4)C5=CC=CC=C5)O,0.0437
3045,137499644,CC1CCC(CC1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0503
3046,137499645,C1CC(CCC1CC(C2=C(SC3=CN=CN32)C4CC4)O)C(F)(F)F,0.0922
3047,137499646,C1CCC(CC1)C[C@@H](C2=C(SC3=CN=CN32)C4CCC4)O,0.122
3048,137499647,C1=CSC(=C1)C(C2=C(SC3=CN=CN32)Br)O,0.0634
3049,137499651,C1CC1C2=C(N3C=NC=C3S2)C(CC4CC5CCC4O5)O,0.0934
3050,137499653,C1CC1C2=C(N3C=NC=C3S2)[C@H](C4=CC=CC=C4)O,0.02
3051,137499654,CC1(CCC(C1)CC(C2=C(SC3=CN=CN32)C4CC4)O)C,0.0394
3052,137499655,C1CC1C2=C(N3C=NC=C3S2)C(C4=CC=CC=C4)O,0.0505
3053,137499656,CC(C)(C)C1=C(N2C=NC=C2S1)C(CC3CCCCC3)O,0.895
3054,137499662,C1CCC(CC1)CC(C2=C(SC3=CN=CN32)C4CCCC4)O,0.384
3055,137499664,CC1=C(N2C=NC=C2S1)C(C3=CC=CS3)O,0.433
3056,137499669,CCC1=C(N2C=NC=C2S1)C(C3(CCCC3)C)O,0.00497
3057,137499673,CC(C)CC1=C(N2C=NC=C2S1)C(C3CCCCC3)O,0.435
3058,137499681,CC1CCCC1C(C2=C(SC3=CN=CN32)C4CC4)O,0.0084
3059,137499693,COC1=CC=C(C=C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0869
3060,137499694,C1CCC(CC1)CC(C2=C(SC3=CN=CN32)C(F)(F)F)O,0.069
3061,137499705,CC1CCC(CC1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0158
3062,137499721,CC1(CCC(C1)C(C2=C(SC3=CN=CN32)C4CC4)O)C,0.0188
3063,137499723,C=CC1=C(N2C=NC=C2S1)C(C3CCCCC3)O,0.0144
3064,137499724,C1CCC(CC1)CC(C2=C(SC3=CN=CN32)Cl)O,0.159
3065,137499727,C1CCC(CC1)[C@@H](C2=C(SC3=CN=CN32)C4CC4)O,0.0075
3066,137499728,C1CCC(CC1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0151
3067,137499730,CC1(CC[C@@H](C1)[C@@H](C2=C(SC3=CN=CN32)C4CC4)O)C,0.015
3068,137499749,COC1=CC=CC(=C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.251
3069,137499762,C1CC1C2=C(N3C=NC=C3S2)C(CC4CC5CC4C=C5)O,0.0226
3070,137499765,CC1CCC(C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0121
3071,137499793,CCC1=CC=C(C=C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0601
3072,137499856,C1CCC(CC1)[C@@H](C2=C(SC3=CN=CN32)Cl)O,0.093
3073,137499857,C1CCC(CC1)C(C2=C(SC3=CN=CN32)Cl)O,0.11
3074,137500029,CC1=C(N2C=NC=C2S1)C([C@H]3C[C@@H]3C4=CC=CC=C4)O,0.338
3075,137500037,C1CC1C2=C(N3C=NC=C3S2)C(C45CC(C4)(C5)C6=CC=CC=C6)O,0.0286
3076,137500046,CC1CCCC(C1)C(C2=C(SC3=CN=CN32)C4CC4)O,0.0172
3077,137500048,C1CCC(CC1)C(C2=C(SC3=CN=CN32)C4CC(C4)(F)F)O,1.07
3078,137500065,CC1=CC(=CS1)C2=C(N3C=NC=C3S2)C(C4CCCCC4)O,0.766
3079,137500068,C1CC1C2=C(N3C=NC=C3S2)C(CC4=C(C=CC=C4Cl)Cl)O,0.287
3080,137500069,C1=CSC(=C1)C(C2=C(SC3=CN=CN32)Cl)O,0.333
3081,137500077,CC1CCCCC1CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0452
3082,137500091,C1CCCC(CC1)C(C2=C(SC3=CN=CN32)Cl)O,0.17
3083,137500094,C1CCC(CC1)C(C2=C(SC3=CN=CN32)C(F)(F)F)O,0.027
3084,137500118,CC1=C(N2C=NC=C2S1)C(C#CC3=CC=CC=C3)O,0.459
3085,137500122,C1CCC(CC1)C(C2=C(SC3=CN=CN32)C4=CC=CC=C4)O,0.382
3086,137500133,CCC1=C(N2C=NC=C2S1)C(C3CCCCC3)O,0.00532
3087,137500133,CCC1=C(N2C=NC=C2S1)C(C3CCCCC3)O,0.0105
3088,137500138,CC1CCC(C1)C(C2=C(SC3=CN=CN32)C(F)(F)F)O,0.0455
3089,137500149,CC1(CCCC1)C(C2=C(SC3=CN=CN32)C(F)(F)F)O,0.0163
3090,137500154,CC1CCC(CC1)C(C2=C(SC3=CN=CN32)C(F)(F)F)O,0.0841
3091,137500164,C1CC1C2=C(N3C=NC=C3S2)C(CC45CCC(C4)CC5)O,0.0337
3092,137500167,CC1CCCC1C(C2=C(SC3=CN=CN32)C(F)(F)F)O,0.191
3093,137500168,CC1(CCCCC1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0405
3094,137500171,CC[C@H](C)C1=C(N2C=NC=C2S1)C(C3CCCCC3)O,0.172
3095,137500176,C1CCC(CC1)C(C2=C(SC3=CN=CN32)CC4=CC=CC=C4)O,7.11
3096,137500177,CC1(CCC(C1)C(C2=C(SC3=CN=CN32)C(F)(F)F)O)C,0.0567
3097,137500187,C1CC(CCC1CC(C2=C(SC3=CN=CN32)C4CC4)O)C5=CC=CC=C5,0.353
3098,137500233,CCC1=C(N2C=NC=C2S1)C(C3=CN(N=N3)C4CCCC4)O,0.116
3099,137500250,C1CCC(CC1)CC(C2=C(SC3=CN=CN32)C4CC(C4)(F)F)O,0.485
3100,137500268,CC1(CCCC1)[C@@H](C2=C(SC3=CN=CN32)C4CC4)O,0.00437
3101,137500290,CC1CCCC(C1)CC(C2=C(SC3=CN=CN32)C4CC4)O,0.0214
3102,137500313,CC1=CSC=C1C2=C(N3C=NC=C3S2)C(C4CCCCC4)O,0.537
3103,137500330,C1CC1C2=C(N3C=NC=C3S2)C(CC4CCC(C4)C5=CC=CC=C5)O,0.114
3104,137628667,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)C(=O)NCCNC3=NON=C3C(=NC4=CC(=C(C=C4)F)Br)NO,0.069
3105,137631563,CC1=C(C=CC(=C1)I)NC2=CC3=NO[N+](=C3C=C2C(=O)O)[O-],23
3106,137632598,C1=CC=C(C=C1)C2/C(=N/O)/C3=CC=CC=C3N2,366
3107,137632598,C1=CC=C(C=C1)C2/C(=N/O)/C3=CC=CC=C3N2,510
3108,137634430,C1CCC(CC1)C2=CSC(=N2)N/N=C/3\CC(=O)C4=CC=CC=C34,10.7
3109,137634654,CN(C)C1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,5
3110,137634654,CN(C)C1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,5
3111,137637814,COC1=C(C=C(C=C1)C2=CSC(=N2)N/N=C/3\CC(=O)C4=CC=CC=C34)OC,5.255
3112,137639169,C1=CC(=C(C=C1I)F)NC2=C(C=C(C3=NON=C23)F)C(=O)O,43
3113,137639169,C1=CC(=C(C=C1I)F)NC2=C(C=C(C3=NON=C23)F)C(=O)O,47
3114,137639169,C1=CC(=C(C=C1I)F)NC2=C(C=C(C3=NON=C23)F)C(=O)O,168
3115,137639484,C1/C(=N\NC2=NC(=CS2)C3=CC=CC(=C3)C#N)/C4=CC=CC=C4C1=O,9.784
3116,137640065,C1=CC(=C(C=C1N=C(C2=NON=C2NCCO)NO)Br)F,0.022
3117,137640065,C1=CC(=C(C=C1N=C(C2=NON=C2NCCO)NO)Br)F,0.17
3118,137640336,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC(=C(C=C3)OC)C(=O)O)OC4=CC=CC=C4C#N,6
3119,137643600,CC1=C(C=CC(=C1)I)NC2=CC3=NON=C3C=C2C(=O)O,41
3120,137643600,CC1=C(C=CC(=C1)I)NC2=CC3=NON=C3C=C2C(=O)O,42
3121,137647941,CC(=O)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.017
3122,137647941,CC(=O)NCCNC1=NON=C1C(=NC2=CC(=C(C=C2)F)Br)NO,0.21
3123,137650989,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC(=C(C=C3)OC)C(=O)O)OC4=CC=CC5=C4CCCC5,0.1
3124,137651594,COC1=CC=CC(=C1)C2=CSC(=N2)N/N=C/3\CC(=O)C4=CC=CC=C34,14.97
3125,137655049,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=C(C(=CC=C3)C(=O)O)F)OC4=CC=CC=C4C(C)(C)C,4.5
3126,137655874,CC1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C3=CC(=C(C=C3)OC)C(=O)O)OC4=CC=CC=C4C(C)(C)CO,2.4
3127,137657792,CC1CC(=NC(=O)N1)SCC2=C(C=C(C=C2)Cl)Cl,44
3128,137657792,CC1CC(=NC(=O)N1)SCC2=C(C=C(C=C2)Cl)Cl,64
3129,137657792,CC1CC(=NC(=O)N1)SCC2=C(C=C(C=C2)Cl)Cl,172
3130,137661429,CC1=CC(NC(=S)N1C2=CC=CC3=C2C=CC(=C3)S(=O)(=O)N)(C)C,27.6
3131,137661429,CC1=CC(NC(=S)N1C2=CC=CC3=C2C=CC(=C3)S(=O)(=O)N)(C)C,1000
3132,137662004,CC(C)(C)C1=CC=CC=C1OC2=C(C=C(C=C2)C3=CC(=CC=C3)C(=O)O)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F,0.087
3133,137662004,CC(C)(C)C1=CC=CC=C1OC2=C(C=C(C=C2)C3=CC(=CC=C3)C(=O)O)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F,4
3134,138110297,C1=CC(=C(C=C1Cl)C2=NNN=N2)O,16
3135,138490227,CC(C1CCC(CC1)C2=CC(=NC=C2)C(F)(F)F)C(=O)NC3=CC=C(C=C3)Cl,0.05
3136,138543837,C1CC(C1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4CCOCC4,0.019
3137,138543846,CCCNC(=O)C1(CCC1)C2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)F)C,0.0083
3138,138543849,C1CC(C1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CN=C(C=C4)Cl,0.0036
3139,138543945,C1C(CC1(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F)O,0.032
3140,138544035,C1C(CO1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,9.00E-05
3141,138544035,C1C(CO1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.0021
3142,138544035,C1C(CO1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.0021
3143,138544107,C1CC(C1)(C2=CN=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.0027
3144,138544257,C1CC(C1)(C2=NC=C(C=N2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.017
3145,138544339,C1CC(C1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.0017
3146,138544339,C1CC(C1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.0017
3147,138544339,C1CC(C1)(C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.03
3148,138544679,C1C(CO1)(C2=NC=C(C=C2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)NC4=CC=C(C=C4)F,0.0032
3149,138549887,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4CCCCC4,0.012
3150,138549887,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)C4CCCCC4,0.294
3151,138559370,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)NC4=CC=C(C=C4)Cl,0.02
3152,138559370,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)NC(=O)NC4=CC=C(C=C4)Cl,0.28
3153,138608753,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)N[C@@H](C)C4=CC=C(C=C4)Cl,0.067
3154,138608753,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)N[C@@H](C)C4=CC=C(C=C4)Cl,1
3155,138609037,C1C(CC1(F)F)(C2=CC=C(C=C2)C3=CN=C(C=C3CO)C(F)(F)F)C(=O)NC4=CC=C(C=C4)F,0.0008
3156,138609037,C1C(CC1(F)F)(C2=CC=C(C=C2)C3=CN=C(C=C3CO)C(F)(F)F)C(=O)NC4=CC=C(C=C4)F,0.0015
3157,138609057,C1CC1C2=NC=C(C=C2)C3=CC=C(C=C3)C4(COC4)C(=O)NC5=CC=C(C=C5)F,0.0063
3158,138609057,C1CC1C2=NC=C(C=C2)C3=CC=C(C=C3)C4(COC4)C(=O)NC5=CC=C(C=C5)F,0.377
3159,138609066,CCCNC(=O)C1(CCC1)C2=CC=C(C=C2)C3=CN=C(C=C3)C4CC4,0.165
3160,138609103,C1CC1C2=CC(=O)N(C=N2)C3=CC=C(C=C3)C4(COC4)C(=O)NC5=CC=C(C=C5)F,0.217
3161,138609137,C1C(CO1)(C2=CC=C(C=C2)C3=CN=C(C=C3CO)C(F)(F)F)C(=O)NC4=CC=C(C=C4)F,0.002
3162,138609137,C1C(CO1)(C2=CC=C(C=C2)C3=CN=C(C=C3CO)C(F)(F)F)C(=O)NC4=CC=C(C=C4)F,0.0025
3163,138609144,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(C=C3CO)C(F)(F)F)C(=O)NC4=CC=C(C=C4)F,0.0012
3164,138609144,C1CC(C1)(C2=CC=C(C=C2)C3=CN=C(C=C3CO)C(F)(F)F)C(=O)NC4=CC=C(C=C4)F,0.003
3165,138609155,CC(C)(C1=CC(=NC=C1C2=CC=C(C=C2)C3(COC3)C(=O)NC4=CC=C(C=C4)F)C(F)(F)F)O,0.00029
3166,138609155,CC(C)(C1=CC(=NC=C1C2=CC=C(C=C2)C3(COC3)C(=O)NC4=CC=C(C=C4)F)C(F)(F)F)O,0.003
3167,138609161,C1CC1C2=NOC(=N2)C3=CC=C(C=C3)C4(COC4)C(=O)NC5=CC=C(C=C5)F,0.086
3168,138609171,CC1=CC(=NC=C1C2=CC=C(C=C2)C3(COC3)C(=O)NC4=CC=C(C=C4)F)C5CC5,8.00E-05
3169,138609171,CC1=CC(=NC=C1C2=CC=C(C=C2)C3(COC3)C(=O)NC4=CC=C(C=C4)F)C5CC5,0.0023
3170,138609293,CC1=CC(=NC=C1C2=CC=C(C=C2)C3(COC3)C(=O)NC4=CC=C(C=C4)F)C(F)(F)F,0.0022
3171,138633864,COC(=O)C1=CC2=C(C=C1)N=C(N2)CC3CCC(CC3)C4=C5C=C(C=CC5=NC=C4)F,10
3172,138663977,CC1=C(C=CC2=C1N=C(N2)CC3CCC(CC3)C4=C5C=C(C=CC5=NC=C4)F)Br,10
3173,138664002,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=C5C=C(C=CC5=NC=C4)F,10
3174,138664003,CC1=CC2=C(C=C1)N=C(N2)CC3CCC(CC3)C4=C5C=C(C=CC5=NC=C4)F,10
3175,138664003,CC1=CC2=C(C=C1)N=C(N2)CC3CCC(CC3)C4=C5C=C(C=CC5=NC=C4)F,10
3176,138664022,C1CN(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=C5C=C(C=CC5=NC=C4)F,10
3177,138664024,C1CC(CCC1CC2=NC3=CC(=C(C=C3N2)F)F)C4=C5C=C(C=CC5=NC=C4)F,10
3178,138664024,C1CC(CCC1CC2=NC3=CC(=C(C=C3N2)F)F)C4=C5C=C(C=CC5=NC=C4)F,10
3179,138664025,C1CC(CCC1CC2=NC3=CC=CC=C3N2)C4=NC5=CC=CC=C5C=C4,10
3180,138664030,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC=C(C=C4)F,10
3181,138664030,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC=C(C=C4)F,10
3182,138664032,C1CC(CCC1CC2=NC3=CC(=C(C=C3N2)F)Br)C4=CC=CC=C4,6.9
3183,138664032,C1CC(CCC1CC2=NC3=CC(=C(C=C3N2)F)Br)C4=CC=CC=C4,10
3184,138664202,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)C4CC4)C5=C6C=C(C=CC6=NC=C5)F,10
3185,138664202,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)C4CC4)C5=C6C=C(C=CC6=NC=C5)F,10
3186,138664221,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=C(N4)C=C(C=C5)F,0.003
3187,138664247,CC1=CC2=C(C=C1C)N=C(N2)CC3CCC(CC3)C4=C5C=C(C=CC5=NC=C4)F,10
3188,138664247,CC1=CC2=C(C=C1C)N=C(N2)CC3CCC(CC3)C4=C5C=C(C=CC5=NC=C4)F,10
3189,138664250,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC5=C(C=C4)N=CC=C5,3.25
3190,138664250,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC5=C(C=C4)N=CC=C5,10
3191,138664254,C1CN(CCC1CC(=O)NC2=C(C=CC(=C2)Cl)N)C3=CC=NC4=CC=CC=C43,10
3192,138664269,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC=CC=C4,4.8
3193,138664269,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC=CC=C4,8
3194,138664412,C1CC(CCC1CC2=NC3=CC=CC=C3N2)C4=CC=CC=C4,8.1
3195,138664413,C1CC(CCC1CC2=NC3=C(N2)C=CC=C3Cl)C4=CC=CC=C4,10
3196,138664415,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=CC=CC=C4,8.2
3197,138664415,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)C(F)(F)F)C4=CC=CC=C4,10
3198,138664418,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)C(=O)O)C4=C5C=C(C=CC5=NC=C4)F,10
3199,138664419,C1CC(CCC1CC2=NC3=CC(=C(C=C3N2)Cl)Cl)C4=C5C=C(C=CC5=NC=C4)F,10
3200,138664421,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC=NC5=CC=CC=C45,10
3201,138664421,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=CC=NC5=CC=CC=C45,10
3202,138664458,COC1=CC2=C(C=C1)N=C(N2)CC3CCC(CC3)C4=NC5=CC=CC=C5C=C4,10
3203,138664669,C1CN(CCC1C2=C3C=C(C=CC3=NC=C2)F)CCC(=O)NC4=C(C=C(C=C4)Cl)N,10
3204,138664977,C1CC(CCC1CC2=NC3=C(N2)C=C(C=C3)Cl)C4=C5C=CC=NC5=CC=C4,0.01
3205,138687622,C1CN(C[C@H]([C@@H]1C2=C3C=C(C=CC3=NC=C2)F)O)C(=O)C(=O)NC4=CC=C(C=C4)Cl,0.05
